Year,Month,Day,Marsh,Zone,Cage,Treatment,Stems(all),Stems(live),Stems(dead),Flowers,Pickle_CH_Avg,Spartina_L,Spartina_D,Mud,Sarcocornia,Salicornia,Batis,Jaumea,Triglochin,Unknown,Wrack,Not_visible
2017,June,8,KF1,reg,5,no,57,41,16,0,40.85,20,3,12,16,28,21,0,0,0,0,0
2017,June,8,KF1,reg,6,no,38,23,15,0,42.3,4,1,5,43,17,29,4,0,0,0,0
2017,June,8,KF1,reg,7,ambient,93,26,21,0,40.6,21,0,8,52,13,6,0,0,0,0,0
2017,June,8,KF1,reg,8,ambient,46,27,19,0,45,11,6,4,70,0,9,0,0,0,0,0
2017,June,8,KF1,reg,9,no,98,16,24,0,48.7,4,5,6,65,9,11,0,0,0,0,0
2017,June,8,KF1,reg,10,no,58,32,26,0,43.3,14,7,1,73,5,0,0,0,0,0,0
2017,June,8,KF1,reg,51,high,53,34,19,0,24.7,50,10,12,30,0,0,0,0,0,0,0
2017,June,8,KF1,reg,52,high,77,62,15,0,47.35,39,6,28,25,2,0,0,0,0,0,0
2017,June,8,KF1,reg,53,high,34,28,6,0,36.3,31,1,4,51,0,5,8,0,0,0,0
2017,June,8,KF1,reg,54,high,76,56,20,0,35.05,41,2,10,36,9,0,2,0,0,0,0
2017,June,8,KF1,reg,55,high,67,42,25,0,32.55,24,13,15,27,2,19,0,0,0,0,0
2017,June,8,KF1,reg,A,cc,63,39,24,0,37.35,33,6,9,26,2,22,0,0,0,0,0
2017,June,8,KF1,reg,B,cc,40,16,24,0,34.25,20,6,12,59,0,3,0,0,0,0,0
2017,June,8,KF1,reg,K,cc,76,65,11,0,34.25,71,4,13,12,0,0,0,0,0,0,0
2017,June,8,KF1,reg,L,cc,46,39,7,0,41.2,39,0,21,34,6,0,0,0,0,0,0
2017,June,8,KF1,reg,M,cc,50,31,19,0,31.5,32,3,15,41,0,7,2,0,0,0,0
2017,June,8,KF1,reg,N,ncc,37,29,8,0,42,38,0,5,57,0,0,0,0,0,0,0
2017,June,8,KF1,reg,O,ncc,47,34,13,0,33.85,27,11,17,33,7,5,0,0,0,0,0
2017,June,8,KF1,reg,P,ncc,48,31,17,0,35.7,18,1,7,27,14,21,12,0,0,0,0
2017,June,8,KF1,reg,Q,ncc,75,57,18,0,31.6,52,0,10,18,8,11,0,0,0,0,0
2017,June,8,KF1,reg,R,ncc,60,44,16,0,34.6,33,15,10,23,9,9,0,0,0,0,0
2017,June,8,KF2,reg,11,ambient,79,47,32,0,45.45,30,10,12,35,13,0,0,0,0,0,0
2017,June,8,KF2,reg,12,no,54,28,26,0,53.85,24,6,10,43,17,0,0,0,0,0,0
2017,June,8,KF2,reg,13,no,11,8,3,0,50.15,9,0,2,78,2,6,2,1,0,0,0
2017,June,8,KF2,reg,14,no,68,36,32,0,59.6,24,22,8,41,5,0,0,0,0,0,0
2017,June,8,KF2,reg,15,ambient,58,42,16,0,57.6,22,0,4,48,21,5,0,0,0,0,0
2017,June,8,KF2,reg,16,no,52,29,23,0,57.5,17,3,12,61,7,0,0,0,0,0,0
2017,June,8,KF2,reg,17,ambient,48,27,21,0,45.5,19,5,4,45,13,11,3,0,0,0,0
2017,June,8,KF2,reg,18,no,23,15,8,0,62.45,11,1,1,58,3,4,21,1,0,0,0
2017,June,8,KF2,reg,19,ambient,46,30,16,0,47.9,9,5,21,41,10,13,0,0,0,0,0
2017,June,8,KF2,reg,20,ambient,83,52,31,0,57.85,29,4,6,42,15,4,0,0,0,0,0
2017,June,8,KF2,reg,56,high,114,78,36,0,56.1,61,10,8,14,1,5,0,0,0,0,0
2017,June,8,KF2,reg,57,high,95,66,29,0,49.45,60,7,11,17,5,0,0,0,0,0,0
2017,June,8,KF2,reg,58,high,104,68,36,0,57.65,46,0,3,48,3,0,0,0,0,0,0
2017,June,8,KF2,reg,59,high,84,56,28,0,44.6,42,2,11,32,9,4,0,0,0,0,0
2017,June,8,KF2,reg,60,high,93,66,27,0,47.45,50,5,2,25,4,15,0,0,0,0,0
2017,June,8,KF2,reg,C,cc,85,53,32,0,52.35,28,3,7,35,7,20,0,0,0,0,0
2017,June,8,KF2,reg,D,cc,113,73,40,0,38.6,44,7,6,22,3,18,0,0,0,0,0
2017,June,8,KF2,reg,S,cc,58,45,13,0,33.35,56,9,10,17,3,5,0,0,0,0,0
2017,June,8,KF2,reg,T,cc,83,52,31,0,43.55,39,3,7,44,1,6,0,0,0,0,0
2017,June,8,KF2,reg,U,cc,110,82,28,0,34.75,76,7,8,3,6,0,0,0,0,0,0
2017,June,8,KF2,reg,V,ncc,36,28,8,0,44,30,3,8,54,5,0,0,0,0,0,0
2017,June,8,KF2,reg,W,ncc,91,58,33,0,44.5,49,17,9,21,5,0,0,0,0,0,0
2017,June,8,KF2,reg,X,ncc,79,44,35,0,51.9,30,13,12,26,0,19,0,0,0,0,0
2017,June,8,KF2,reg,Y,ncc,58,40,18,0,40.25,35,10,15,29,11,0,0,0,0,0,0
2017,June,8,KF2,reg,Z,ncc,103,71,32,0,37.1,70,5,7,8,6,4,0,0,0,0,0
2017,June,7,SDL,hi,21,no,NA,NA,NA,NA,26.2,0,0,17,83,0,0,0,0,0,0,0
2017,June,7,SDL,hi,22,no,NA,NA,NA,NA,26.15,0,0,13,87,0,0,0,0,0,0,0
2017,June,7,SDL,hi,23,ambient,NA,NA,NA,NA,24.05,0,0,12,88,0,0,0,0,0,0,0
2017,June,7,SDL,hi,24,no,NA,NA,NA,NA,25.6,0,0,12,88,0,0,0,0,0,0,0
2017,June,7,SDL,hi,25,ambient,NA,NA,NA,NA,31.4,0,0,14,86,0,0,0,0,0,0,0
2017,June,7,SDL,hi,26,ambient,NA,NA,NA,NA,42.65,0,0,15,85,0,0,0,0,0,0,0
2017,June,7,SDL,hi,27,no,NA,NA,NA,NA,52.1,0,0,14,86,0,0,0,0,0,0,0
2017,June,7,SDL,hi,28,no,NA,NA,NA,NA,40.9,0,0,6,94,0,0,0,0,0,0,0
2017,June,7,SDL,hi,29,ambient,NA,NA,NA,NA,45.85,0,0,4,96,0,0,0,0,0,0,0
2017,June,7,SDL,hi,30,ambient,NA,NA,NA,NA,40.8,0,0,14,86,0,0,0,0,0,0,0
2017,June,7,SDL,hi,AA,cc,NA,NA,NA,NA,30.15,0,0,2,98,0,0,0,0,0,0,0
2017,June,7,SDL,hi,BB,cc,NA,NA,NA,NA,48.6,0,0,7,93,0,0,0,0,0,0,0
2017,June,7,SDL,hi,CC,cc,NA,NA,NA,NA,33.15,0,0,9,91,0,0,0,0,0,0,0
2017,June,7,SDL,hi,DD,ncc,NA,NA,NA,NA,23.8,0,0,16,84,0,0,0,0,0,0,0
2017,June,7,SDL,hi,E,cc,NA,NA,NA,NA,32.8,0,0,26,74,0,0,0,0,0,0,0
2017,June,7,SDL,hi,EE,ncc,NA,NA,NA,NA,25.25,0,0,9,91,0,0,0,0,0,0,0
2017,June,7,SDL,hi,F,cc,NA,NA,NA,NA,38.35,0,0,6,85,0,9,0,0,0,0,0
2017,June,7,SDL,hi,FF,ncc,NA,NA,NA,NA,28.2,0,0,23,77,0,0,0,0,0,0,0
2017,June,7,SDL,hi,GG,ncc,NA,NA,NA,NA,25.85,0,0,10,90,0,0,0,0,0,0,0
2017,June,7,SDL,hi,HH,ncc,NA,NA,NA,NA,14.15,0,0,8,92,0,0,0,0,0,0,0
2017,June,7,SDL,lo,41,no,73,35,38,0,NA,41,44,15,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,42,no,88,51,37,0,NA,37,38,26,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,43,ambient,85,53,32,0,NA,52,31,17,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,44,ambient,79,47,32,0,NA,44,38,18,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,45,ambient,73,33,40,0,NA,34,37,28,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,46,no,53,24,29,0,NA,42,27,31,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,47,ambient,53,27,26,0,NA,34,39,27,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,48,no,52,14,38,0,NA,20,56,25,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,49,no,47,8,39,0,NA,14,46,40,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,50,ambient,51,8,43,0,NA,10,44,46,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,I,cc,72,46,26,0,NA,52,23,24,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,J,cc,73,22,51,0,NA,28,34,38,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,QQ,ncc,83,60,23,0,NA,57,21,22,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,RR,cc,77,53,24,0,NA,55,12,37,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,SS,cc,44,31,13,0,NA,39,26,23,11,0,0,0,0,0,0,0
2017,June,7,SDL,lo,TT,cc,55,37,18,0,NA,62,22,16,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,UU,ncc,87,60,27,0,NA,53,37,10,0,0,0,0,0,0,0,0
2017,June,7,SDL,lo,VV,ncc,74,69,5,0,NA,55,3,39,1,0,0,0,0,0,0,0
2017,June,7,SDL,lo,XX,ncc,81,65,16,0,NA,60,11,26,3,0,0,0,0,0,0,0
2017,June,7,SDL,lo,YY,ncc,59,28,31,0,NA,38,40,23,0,0,0,0,0,0,0,0
2017,June,7,SDL,mid,31,ambient,43,34,9,0,46.35,24,10,18,48,0,0,0,0,0,0,0
2017,June,7,SDL,mid,32,no,76,44,32,0,41.2,48,26,9,17,0,0,0,0,0,0,0
2017,June,7,SDL,mid,33,no,48,22,26,0,50.55,28,23,36,15,0,0,0,0,0,0,0
2017,June,7,SDL,mid,34,ambient,24,10,14,0,54.85,6,18,9,67,0,0,0,0,0,0,0
2017,June,7,SDL,mid,35,ambient,46,32,14,0,38.1,15,7,36,40,0,0,0,0,0,0,0
2017,June,7,SDL,mid,36,no,81,59,22,0,38.4,33,28,26,13,0,0,0,0,0,0,0
2017,June,7,SDL,mid,37,ambient,54,37,17,0,55.7,22,11,19,45,0,0,0,0,0,0,0
2017,June,7,SDL,mid,38,no,65,33,32,0,35.5,11,13,46,30,0,0,0,0,0,0,0
2017,June,7,SDL,mid,39,ambient,82,47,35,0,45.85,41,43,2,15,0,0,0,0,0,0,0
2017,June,7,SDL,mid,40,no,61,35,26,0,52.5,22,23,27,31,0,0,0,0,0,0,0
2017,June,7,SDL,mid,61,high,75,52,23,0,39,60,9,1,7,0,0,24,0,0,0,0
2017,June,7,SDL,mid,62,high,52,41,11,0,50.2,59,15,11,16,0,0,0,0,0,0,0
2017,June,7,SDL,mid,63,high,61,51,10,0,68.6,20,3,10,66,0,0,0,0,0,0,0
2017,June,7,SDL,mid,64,high,33,31,2,0,43.95,13,1,35,49,0,0,0,0,0,0,0
2017,June,7,SDL,mid,65,high,33,31,2,0,58.95,24,0,36,37,0,0,3,0,0,0,0
2017,June,7,SDL,mid,G,cc,41,34,7,0,51.1,39,0,30,32,0,0,0,0,0,0,0
2017,June,7,SDL,mid,H,cc,47,22,25,0,49,12,20,55,15,0,0,0,0,0,0,0
2017,June,7,SDL,mid,II,cc,59,36,23,0,57.9,38,10,2,50,0,0,0,0,0,0,0
2017,June,7,SDL,mid,JJ,cc,21,18,3,0,54.35,14,2,34,49,0,0,0,0,0,0,0
2017,June,7,SDL,mid,KK,cc,76,39,37,0,51.8,53,27,7,12,0,0,0,0,0,0,0
2017,June,7,SDL,mid,LL,ncc,56,41,15,0,47,50,4,12,34,0,0,0,0,0,0,0
2017,June,7,SDL,mid,MM,ncc,46,31,15,0,55.45,60,7,9,25,0,0,0,0,0,0,0
2017,June,7,SDL,mid,NN,ncc,54,37,17,0,46.55,18,4,18,59,0,0,0,0,0,0,0
2017,June,7,SDL,mid,OO,ncc,64,42,22,0,34.8,28,16,38,17,0,0,0,0,0,0,0
2017,June,7,SDL,mid,PP,ncc,19,19,0,0,52.2,15,2,50,30,0,0,0,0,0,0,0
2017,July,11,SDL,lo,41,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,42,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,43,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,44,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,45,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,46,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,47,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,48,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,49,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,50,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,I,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,J,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,QQ,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,RR,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,SS,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,TT,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,UU,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,VV,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,XX,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,lo,YY,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,41,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,42,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,43,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,44,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,45,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,46,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,47,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,48,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,49,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,50,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,I,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,J,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,QQ,ncc,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,RR,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,SS,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,TT,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,UU,ncc,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,VV,ncc,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,XX,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,lo,YY,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,31,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,32,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,33,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,34,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,35,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,36,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,37,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,38,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,39,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,40,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,61,high,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,62,high,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,63,high,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,64,high,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,65,high,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,G,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,H,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,II,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,JJ,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,KK,cc,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,LL,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,MM,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,NN,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,OO,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,11,SDL,mid,PP,ncc,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,31,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,32,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,33,no,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,34,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,35,ambient,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,36,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,37,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,38,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,39,ambient,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,40,no,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,61,high,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,62,high,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,63,high,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,64,high,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,65,high,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,G,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,H,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,II,cc,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,JJ,cc,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,KK,cc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,LL,ncc,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,MM,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,NN,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,OO,ncc,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,July,26,SDL,mid,PP,ncc,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,August,7,KF1,reg,1,ambient,12,5,7,0,44.75,14,1,3,76,6,0,0,0,0,0,0
2017,August,7,KF1,reg,2,ambient,41,27,14,0,41.9,15,1,11,40,33,0,0,0,0,0,0
2017,August,7,KF1,reg,3,no,72,48,24,0,37.4,27,1,10,41,22,0,0,0,0,0,0
2017,August,7,KF1,reg,4,ambient,21,16,5,0,48.8,3,2,10,83,0,0,0,0,0,0,0
2017,August,7,KF1,reg,5,no,49,38,11,0,48.5,18,0,15,30,29,10,0,0,0,0,0
2017,August,7,KF1,reg,6,no,31,16,15,0,40.55,4,1,9,64,3,14,5,0,0,0,0
2017,August,7,KF1,reg,7,ambient,43,31,12,0,45.65,20,13,8,36,20,4,0,0,0,0,0
2017,August,7,KF1,reg,8,ambient,24,16,8,0,36.65,10,0,8,72,0,10,0,0,0,0,0
2017,August,7,KF1,reg,9,no,12,4,8,0,48.85,2,0,2,72,15,9,0,0,0,0,0
2017,August,7,KF1,reg,10,no,19,9,10,0,41.45,2,4,1,78,15,0,0,0,0,0,0
2017,August,7,KF1,reg,51,high,48,22,26,0,33.2,30,20,23,26,0,0,0,0,0,0,0
2017,August,7,KF1,reg,52,high,61,38,23,0,41.8,40,5,20,32,1,0,0,0,0,0,0
2017,August,7,KF1,reg,53,high,22,19,3,1,35.85,24,2,9,54,0,4,7,0,0,0,0
2017,August,7,KF1,reg,54,high,50,41,9,0,36.15,40,4,4,25,26,0,0,0,0,0,0
2017,August,7,KF1,reg,55,high,65,47,18,0,34.45,33,8,16,18,7,16,0,0,0,0,0
2017,August,7,KF1,reg,A,cc,58,42,16,0,37.05,25,2,17,25,20,11,0,0,0,0,0
2017,August,7,KF1,reg,B,cc,70,54,16,0,38.8,18,3,11,65,0,1,0,0,0,0,0
2017,August,7,KF1,reg,K,cc,66,50,16,0,32.35,42,6,22,27,2,0,0,0,0,0,0
2017,August,7,KF1,reg,L,cc,50,42,8,0,39.65,32,8,15,30,14,0,0,0,0,0,0
2017,August,7,KF1,reg,M,cc,34,28,6,0,29.25,29,10,10,35,0,10,6,0,0,0,0
2017,August,7,KF1,reg,N,ncc,45,37,8,2,38.3,18,5,10,64,1,2,0,0,0,0,0
2017,August,7,KF1,reg,O,ncc,57,46,11,0,36.25,35,5,16,28,11,5,0,0,0,0,0
2017,August,7,KF1,reg,P,ncc,36,24,12,1,36.35,13,4,7,25,32,6,13,0,0,0,0
2017,August,7,KF1,reg,Q,ncc,83,62,21,0,37.65,68,0,7,9,10,6,0,0,0,0,0
2017,August,7,KF1,reg,R,ncc,67,46,21,0,38.75,27,5,19,22,23,3,0,0,0,0,0
2017,August,7,KF2,reg,11,ambient,52,31,21,0,45.85,24,16,13,25,25,0,0,0,0,0,0
2017,August,7,KF2,reg,12,no,43,27,16,0,45.05,9,9,10,42,29,0,0,0,0,0,0
2017,August,7,KF2,reg,13,no,21,12,9,0,57.95,5,4,4,44,28,5,3,0,5,0,0
2017,August,7,KF2,reg,14,no,57,28,29,0,55.35,13,12,11,40,26,0,0,0,0,0,0
2017,August,7,KF2,reg,15,ambient,57,48,9,0,52.25,13,6,8,33,40,0,0,0,0,0,0
2017,August,7,KF2,reg,16,no,18,1,17,0,53.95,1,0,8,75,15,0,0,0,0,0,0
2017,August,7,KF2,reg,17,ambient,38,29,9,0,46.35,10,4,17,46,11,9,2,0,0,0,0
2017,August,7,KF2,reg,18,no,11,8,3,0,60.3,6,2,3,61,4,3,20,1,0,0,0
2017,August,7,KF2,reg,19,ambient,27,15,12,1,43.2,4,0,27,36,23,10,0,0,0,0,0
2017,August,7,KF2,reg,20,ambient,92,72,20,0,59.85,20,9,14,40,11,5,0,0,0,0,0
2017,August,7,KF2,reg,56,high,88,67,21,0,42.25,55,4,6,9,14,12,0,0,0,0,0
