Year,Month,Day,Marsh,Zone,Cage,Treatment,Burrows,Pachy,Hemi,Fiddler,Green,Pitfall,Pitfall-F,Pitfall-P,Pitfall-G,Pitfall-H
2018,August,7,KF2,reg,18,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,August,7,KF2,reg,19,ambient,3,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,20,ambient,2,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,56,high,9,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,57,high,3,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,58,high,7,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,59,high,0,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,60,high,0,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,C,cc,5,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,D,cc,13,1,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,S,cc,8,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,T,cc,12,2,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,U,cc,1,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,V,ncc,11,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,W,ncc,1,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,X,ncc,11,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,Y,ncc,3,0,0,0,0,NA,NA,NA,NA,NA
2018,August,7,KF2,reg,Z,ncc,0,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,11,ambient,9,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,12,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,October,10,KF2,reg,13,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,October,10,KF2,reg,14,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,October,10,KF2,reg,15,ambient,10,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,16,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,October,10,KF2,reg,17,ambient,12,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,18,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,October,10,KF2,reg,19,ambient,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,20,ambient,4,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,56,high,12,1,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,57,high,7,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,58,high,8,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,59,high,0,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,60,high,1,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,C,cc,12,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,D,cc,24,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,S,cc,11,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,T,cc,18,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,U,cc,17,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,V,ncc,12,1,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,W,ncc,4,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,X,ncc,9,0,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,Y,ncc,3,1,0,0,0,NA,NA,NA,NA,NA
2018,October,10,KF2,reg,Z,ncc,8,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,11,ambient,18,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,12,no,2,0,0,0,0,0,NA,NA,NA,NA
2018,June,12,KF2,reg,13,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,June,12,KF2,reg,14,no,1,0,0,0,0,0,NA,NA,NA,NA
2018,June,12,KF2,reg,15,ambient,12,1,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,16,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,June,12,KF2,reg,17,ambient,17,1,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,18,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,June,12,KF2,reg,19,ambient,16,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,20,ambient,13,1,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,56,high,17,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,57,high,10,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,58,high,11,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,59,high,8,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,60,high,1,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,C,cc,10,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,D,cc,14,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,S,cc,15,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,T,cc,14,1,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,U,cc,4,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,V,ncc,25,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,W,ncc,14,1,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,X,ncc,10,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,Y,ncc,7,0,0,0,0,NA,NA,NA,NA,NA
2018,June,12,KF2,reg,Z,ncc,5,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,14,no,4,0,0,0,0,3,2,1,NA,NA
2018,July,13,KF2,reg,16,no,0,0,0,0,0,3,NA,3,NA,NA
2018,July,13,KF2,reg,11,ambient,12,0,0,2,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,12,no,6,0,0,0,0,0,NA,NA,NA,NA
2018,July,13,KF2,reg,13,no,5,0,0,0,0,0,NA,NA,NA,NA
2018,July,13,KF2,reg,15,ambient,11,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,17,ambient,12,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,18,no,2,0,0,0,0,0,NA,NA,NA,NA
2018,July,13,KF2,reg,19,ambient,14,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,20,ambient,18,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,56,high,21,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,57,high,14,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,58,high,14,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,59,high,9,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,60,high,7,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,C,cc,12,2,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,D,cc,22,5,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,S,cc,25,3,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,T,cc,24,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,U,cc,9,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,V,ncc,15,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,W,ncc,12,1,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,X,ncc,21,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,Y,ncc,13,0,0,0,0,NA,NA,NA,NA,NA
2018,July,13,KF2,reg,Z,ncc,11,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,18,no,0,0,0,0,0,1,NA,1,NA,NA
2018,May,14,KF2,reg,11,ambient,6,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,12,no,4,0,0,0,0,0,NA,NA,NA,NA
2018,May,14,KF2,reg,13,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,May,14,KF2,reg,14,no,3,0,0,0,0,0,NA,NA,NA,NA
2018,May,14,KF2,reg,15,ambient,5,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,16,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,May,14,KF2,reg,17,ambient,10,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,19,ambient,10,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,20,ambient,7,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,56,high,17,1,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,57,high,15,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,58,high,13,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,59,high,8,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,60,high,1,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,C,cc,11,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,D,cc,18,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,S,cc,18,2,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,T,cc,30,1,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,U,cc,5,1,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,V,ncc,22,1,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,W,ncc,17,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,X,ncc,24,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,Y,ncc,17,0,0,0,0,NA,NA,NA,NA,NA
2018,May,14,KF2,reg,Z,ncc,8,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,18,no,1,0,0,0,0,1,NA,1,NA,NA
2018,April,15,KF2,reg,11,ambient,14,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,12,no,3,0,0,0,0,0,NA,NA,NA,NA
2018,April,15,KF2,reg,14,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,April,15,KF2,reg,15,ambient,7,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,16,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,April,15,KF2,reg,17,ambient,17,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,19,ambient,9,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,20,ambient,9,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,56,high,20,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,57,high,19,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,58,high,17,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,59,high,2,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,60,high,1,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,C,cc,18,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,D,cc,22,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,S,cc,13,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,T,cc,21,1,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,U,cc,5,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,V,ncc,16,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,W,ncc,8,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,X,ncc,12,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,Y,ncc,8,0,0,0,0,NA,NA,NA,NA,NA
2018,April,15,KF2,reg,Z,ncc,5,1,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,11,ambient,3,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,12,no,3,0,0,0,0,0,NA,NA,NA,NA
2018,August,25,KF2,reg,13,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,August,25,KF2,reg,14,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,August,25,KF2,reg,15,ambient,7,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,16,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,August,25,KF2,reg,17,ambient,4,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,18,no,0,0,0,0,0,0,NA,NA,NA,NA
2018,August,25,KF2,reg,19,ambient,2,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,20,ambient,4,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,56,high,6,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,57,high,3,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,58,high,6,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,59,high,0,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,60,high,0,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,C,cc,10,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,D,cc,13,1,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,S,cc,10,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,T,cc,11,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,U,cc,2,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,V,ncc,12,1,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,W,ncc,0,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,X,ncc,7,0,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,Y,ncc,4,1,0,0,0,NA,NA,NA,NA,NA
2018,August,25,KF2,reg,Z,ncc,4,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,11,ambient,7,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,12,no,2,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,13,no,0,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,14,no,0,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,15,ambient,10,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,16,no,0,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,17,ambient,6,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,18,no,0,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,19,ambient,13,1,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,20,ambient,5,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,56,high,8,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,57,high,3,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,58,high,10,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,59,high,3,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,60,high,1,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,C,cc,10,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,D,cc,15,1,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,S,cc,9,1,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,T,cc,18,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,U,cc,4,1,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,V,ncc,16,0,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,W,ncc,7,5,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,X,ncc,5,1,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,Y,ncc,7,1,0,0,0,NA,NA,NA,NA,NA
2018,June,27,KF2,reg,Z,ncc,3,1,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,11,ambient,19,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,12,no,2,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,13,no,0,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,14,no,4,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,15,ambient,9,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,16,no,0,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,17,ambient,18,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,18,no,0,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,19,ambient,12,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,20,ambient,8,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,56,high,36,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,57,high,17,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,58,high,13,1,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,59,high,5,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,60,high,0,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,C,cc,7,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,D,cc,19,1,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,S,cc,13,2,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,T,cc,19,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,U,cc,5,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,V,ncc,26,2,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,W,ncc,7,1,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,X,ncc,19,0,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,Y,ncc,13,3,0,0,0,NA,NA,NA,NA,NA
2018,May,30,KF2,reg,Z,ncc,3,0,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,mid,33,no,18,0,0,1,0,4,3,1,NA,NA
2016,August,2,SDL,mid,38,no,26,0,0,1,0,6,5,1,NA,NA
2016,August,2,SDL,hi,24,no,24,0,0,0,0,2,NA,2,NA,NA
2016,August,2,SDL,hi,28,no,30,0,0,0,0,3,NA,3,NA,NA
2016,August,2,SDL,hi,21,no,22,0,0,0,0,4,4,NA,NA,NA
2016,August,2,SDL,hi,22,no,20,0,0,0,0,0,NA,NA,NA,NA
2016,August,2,SDL,hi,23,ambient,45,0,0,1,0,NA,NA,NA,NA,NA
2016,August,2,SDL,hi,25,ambient,61,0,0,1,0,NA,NA,NA,NA,NA
2016,August,2,SDL,hi,26,ambient,122,0,0,3,0,NA,NA,NA,NA,NA
2016,August,2,SDL,hi,27,no,22,0,0,2,0,0,NA,NA,NA,NA
2016,August,2,SDL,hi,29,ambient,89,0,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,hi,30,ambient,86,0,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,hi,E,cc,48,0,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,hi,F,cc,36,0,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,lo,41,no,2,0,0,0,0,0,NA,NA,NA,NA
2016,August,2,SDL,lo,42,no,2,0,0,0,0,0,NA,NA,NA,NA
2016,August,2,SDL,lo,43,ambient,12,0,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,lo,44,ambient,27,0,0,4,0,NA,NA,NA,NA,NA
2016,August,2,SDL,lo,45,ambient,13,1,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,lo,46,no,1,1,0,0,0,0,NA,NA,NA,NA
2016,August,2,SDL,lo,47,ambient,16,1,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,lo,48,no,1,0,0,1,0,0,NA,NA,NA,NA
2016,August,2,SDL,lo,49,no,1,1,0,0,0,0,NA,NA,NA,NA
2016,August,2,SDL,lo,50,ambient,14,1,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,lo,I,cc,15,0,0,1,0,NA,NA,NA,NA,NA
2016,August,2,SDL,lo,J,cc,7,0,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,mid,31,ambient,64,1,0,1,0,NA,NA,NA,NA,NA
2016,August,2,SDL,mid,32,no,20,1,0,0,0,0,NA,NA,NA,NA
2016,August,2,SDL,mid,34,ambient,62,1,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,mid,35,ambient,101,0,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,mid,36,no,35,0,0,1,0,0,NA,NA,NA,NA
2016,August,2,SDL,mid,37,ambient,67,0,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,mid,39,ambient,47,0,0,0,0,NA,NA,NA,NA,NA
2016,August,2,SDL,mid,40,no,13,0,0,0,0,0,NA,NA,NA,NA
2016,August,2,SDL,mid,G,cc,57,0,0,1,0,NA,NA,NA,NA,NA
2016,August,2,SDL,mid,H,cc,88,0,0,0,0,NA,NA,NA,NA,NA
2016,July,6,SDL,hi,21,no,26,0,0,3,0,1,NA,1,NA,NA
2016,July,6,SDL,hi,22,no,14,0,0,0,0,1,NA,1,NA,NA
2016,July,6,SDL,lo,41,no,5,2,0,2,0,3,2,1,NA,NA
2016,July,6,SDL,lo,42,no,2,7,0,1,0,1,NA,1,NA,NA
2016,July,6,SDL,lo,46,no,4,1,0,0,0,1,NA,1,NA,NA
2016,July,6,SDL,mid,38,no,28,2,0,4,0,1,NA,1,NA,NA
2016,July,6,SDL,hi,24,no,27,0,0,2,0,2,NA,2,NA,NA
2016,July,6,SDL,lo,49,no,2,5,0,0,0,3,NA,3,NA,NA
2016,July,6,SDL,lo,48,no,3,0,0,0,0,4,NA,4,NA,NA
2016,July,6,SDL,hi,23,ambient,42,0,0,0,0,NA,NA,NA,NA,NA
2016,July,6,SDL,hi,25,ambient,60,0,0,0,0,NA,NA,NA,NA,NA
2016,July,6,SDL,hi,26,ambient,106,0,0,2,0,NA,NA,NA,NA,NA
2016,July,6,SDL,hi,27,no,25,0,0,2,0,0,NA,NA,NA,NA
2016,July,6,SDL,hi,28,no,36,0,0,0,0,1,NA,NA,NA,NA
2016,July,6,SDL,hi,29,ambient,87,0,0,1,0,NA,NA,NA,NA,NA
2016,July,6,SDL,hi,30,ambient,71,0,0,2,0,NA,NA,NA,NA,NA
2016,July,6,SDL,hi,E,cc,51,2,0,0,0,NA,NA,NA,NA,NA
2016,July,6,SDL,hi,F,cc,55,0,0,0,0,NA,NA,NA,NA,NA
2016,July,6,SDL,lo,43,ambient,16,0,0,2,0,NA,NA,NA,NA,NA
2016,July,6,SDL,lo,44,ambient,29,1,0,7,0,NA,NA,NA,NA,NA
2016,July,6,SDL,lo,45,ambient,16,2,0,0,0,NA,NA,NA,NA,NA
2016,July,6,SDL,lo,47,ambient,15,0,0,1,0,NA,NA,NA,NA,NA
2016,July,6,SDL,lo,50,ambient,7,1,0,0,0,NA,NA,NA,NA,NA
2016,July,6,SDL,lo,I,cc,23,2,0,14,0,NA,NA,NA,NA,NA
2016,July,6,SDL,lo,J,cc,14,4,0,5,0,NA,NA,NA,NA,NA
2016,July,6,SDL,mid,31,ambient,69,4,0,3,0,NA,NA,NA,NA,NA
2016,July,6,SDL,mid,32,no,31,1,0,6,0,1,1,NA,NA,NA
2016,July,6,SDL,mid,33,no,29,1,0,2,0,2,2,NA,NA,NA
2016,July,6,SDL,mid,34,ambient,57,1,0,2,0,NA,NA,NA,NA,NA
2016,July,6,SDL,mid,35,ambient,87,1,0,5,0,NA,NA,NA,NA,NA
2016,July,6,SDL,mid,36,no,35,1,0,2,0,1,1,NA,NA,NA
2016,July,6,SDL,mid,37,ambient,66,2,0,2,0,NA,NA,NA,NA,NA
2016,July,6,SDL,mid,39,ambient,54,1,0,1,0,NA,NA,NA,NA,NA
2016,July,6,SDL,mid,40,no,21,1,0,3,0,2,2,NA,NA,NA
2016,July,6,SDL,mid,G,cc,79,0,0,7,0,NA,NA,NA,NA,NA
2016,July,6,SDL,mid,H,cc,111,0,0,10,0,NA,NA,NA,NA,NA
2016,September,7,SDL,hi,28,no,16,0,0,0,0,5,4,1,NA,NA
2016,September,7,SDL,lo,42,no,1,0,0,0,0,1,NA,1,NA,NA
2016,September,7,SDL,mid,32,no,18,0,0,2,0,3,2,1,NA,NA
2016,September,7,SDL,mid,33,no,20,0,0,0,0,1,NA,1,NA,NA
2016,September,7,SDL,mid,38,no,22,1,0,1,0,2,NA,2,NA,NA
2016,September,7,SDL,hi,21,no,15,0,0,0,0,5,NA,5,NA,NA
2016,June,7,SDL,hi,21,no,31,0,0,0,0,0,NA,NA,NA,NA
2016,June,7,SDL,hi,22,no,20,0,0,1,0,0,NA,NA,NA,NA
2016,June,7,SDL,hi,23,ambient,32,0,0,0,0,NA,NA,NA,NA,NA
2016,June,7,SDL,hi,24,no,13,0,0,0,0,0,NA,NA,NA,NA
2016,June,7,SDL,hi,25,ambient,57,0,0,0,0,NA,NA,NA,NA,NA
2016,June,7,SDL,hi,26,ambient,91,0,0,1,0,NA,NA,NA,NA,NA
2016,June,7,SDL,hi,27,no,23,0,0,0,0,0,NA,NA,NA,NA
2016,June,7,SDL,hi,28,no,36,0,0,0,0,0,NA,NA,NA,NA
2016,June,7,SDL,hi,29,ambient,88,0,0,0,0,NA,NA,NA,NA,NA
2016,June,7,SDL,hi,30,ambient,59,0,0,0,0,NA,NA,NA,NA,NA
2016,June,7,SDL,hi,E,cc,61,0,0,0,0,NA,NA,NA,NA,NA
2016,June,7,SDL,hi,F,cc,46,0,0,0,0,NA,NA,NA,NA,NA
2016,June,7,SDL,lo,41,no,15,1,0,3,0,0,NA,NA,NA,NA
2016,June,7,SDL,lo,42,no,5,2,0,3,0,0,NA,NA,NA,NA
2016,June,7,SDL,lo,43,ambient,19,0,0,3,0,NA,NA,NA,NA,NA
2016,June,7,SDL,lo,44,ambient,22,0,0,3,0,NA,NA,NA,NA,NA
2016,June,7,SDL,lo,45,ambient,7,1,0,9,0,NA,NA,NA,NA,NA
2016,June,7,SDL,lo,46,no,5,1,0,1,0,3,3,NA,NA,NA
2016,June,7,SDL,lo,47,ambient,14,1,0,2,0,NA,NA,NA,NA,NA
2016,June,7,SDL,lo,48,no,1,1,0,2,0,1,1,NA,NA,NA
2016,June,7,SDL,lo,49,no,0,0,0,0,0,0,NA,NA,NA,NA
2016,June,7,SDL,lo,50,ambient,3,1,0,1,0,NA,NA,NA,NA,NA
2016,June,7,SDL,lo,I,cc,9,0,0,5,0,NA,NA,NA,NA,NA
